-0.029
0.164
-0.15
-0.022
-0.07
0.99
1.081
0.202
-0.098
-0.197
-0.257
-0.152
-0.132
0.121
-0.165
-0.261
-0.282
-0.28
0.095
1.45
2.056
0.939
0.202
0.023
0.434
0.058
-0.036
-0.126
0.212
0.122
0.305
0.476
0.617
0.809
0.351
0.101
0.095
1.108
0.652
0.405
0.11
-0.003
-0.137
-0.093
0.824
0.511
0.464
0.239
0.706
0.762
1.119
0.646
0.162
0.028
-0.055
-0.187
-0.264
-0.063
0.308
-0.103
-0.24
-0.287
-0.282
-0.242
-0.245
0.732
0.725
-0.027
1.307
0.455
1.597
1.659
1.115
0.64
0.16
-0.017
-0.109
-0.165
-0.205
-0.042
-0.091
0.168
0.663
0.874
1.402
1.215
0.801
0.871
1.585
0.937
0.537
0.535
0.577
1.686
1.111
0.809
0.572
0.167
-0.014
-0.126
-0.186
-0.254
-0.272
-0.278
-0.284
-0.291
-0.242
-0.252
-0.278
-0.276
-0.232
-0.246
-0.247
1.469
0.642
0.717
0.175
0.264
0.269
-0.134
-0.196
1.018
0.747
0.338
0.154
-0.039
-0.062
-0.15
-0.22
0.329
-0.093
0.189
0.976
0.709
0.375
0.068
-0.055
0.224
0.218
0.023
0.564
0.592
0.052
0.054
1.188
1.255
0.508
0.198
-0.029
-0.137
-0.206
-0.069
-0.065
0.017
