"","site","group","ws_cms.mean","ws_mms.mean","ws_ms.mean"
"82","C2","C2c_grp09",1.47836222492013,14.7836222492013,0.0147836222492013
"83","C2","c2b_grp01",1.9448028630451,19.448028630451,0.019448028630451
"84","C2","c2b_grp02",1.87526000184411,18.7526000184411,0.0187526000184411
"85","C2","c2c_grp10",1.43502005628117,14.3502005628117,0.0143502005628117
"86","C2","c2c_grp11",1.82798324692301,18.2798324692301,0.0182798324692301
"87","C2","c2c_grp12",2.21217718337661,22.1217718337661,0.0221217718337661
"88","C2","c2c_grp13",1.49501284701441,14.9501284701441,0.0149501284701441
"89","C2","c2c_grp14",0.355803312351984,3.55803312351984,0.00355803312351984
"90","C2","c2c_grp15",1.07062973397043,10.7062973397043,0.0107062973397043
"91","C3","C3a_grp01",2.25721702342622,22.5721702342622,0.0225721702342622
"92","C3","C3a_grp02",2.97766439346885,29.7766439346885,0.0297766439346885
"93","C3","C3a_grp03",1.98745072619301,19.8745072619301,0.0198745072619301
"94","C3","C3a_grp04",1.66055869565218,16.6055869565218,0.0166055869565218
"95","C3","C3a_grp05",1.06091249999999,10.6091249999999,0.0106091249999999
"96","C3","C3a_grp06",2.8426972667676,28.426972667676,0.028426972667676
"97","C3","C3a_grp07",1.47764393374039,14.7764393374039,0.0147764393374039
"98","C3","C3a_grp08",11.0644153846155,110.644153846155,0.110644153846155
"99","C3","C3a_grp09",4.15899709176613,41.5899709176613,0.0415899709176613
"100","C3","C3a_grp10",0.758610492163003,7.58610492163003,0.00758610492163003
"101","C3","C3a_grp11",2.61460581380609,26.1460581380609,0.0261460581380609
"102","C3","C3a_grp12",3.41267066372995,34.1267066372995,0.0341267066372995
"103","C3","C3a_grp13",3.3448332852564,33.448332852564,0.033448332852564
"104","C3","C3a_grp14",3.22256552397928,32.2256552397928,0.0322256552397928
"105","C3","C3a_grp15",2.8307584503632,28.307584503632,0.028307584503632
"106","C3","C3b_grp01",1.75908992246651,17.5908992246651,0.0175908992246651
"107","C3","C3b_grp02",2.01329869496937,20.1329869496937,0.0201329869496937
"108","C3","C3b_grp03",2.03781270502645,20.3781270502645,0.0203781270502645
"109","C3","C3b_grp04",1.43700729635464,14.3700729635464,0.0143700729635464
"110","C3","C3b_grp05",2.01315990168024,20.1315990168024,0.0201315990168024
"111","C3","C3b_grp06",2.03100797093356,20.3100797093356,0.0203100797093356
"112","C3","C3b_grp07",0.650576745927728,6.50576745927728,0.00650576745927728
"113","C3","C3b_grp08",0.758902529761905,7.58902529761905,0.00758902529761905
"114","C3","C3b_grp09",0.87369264705882,8.7369264705882,0.0087369264705882
"115","C3","C3b_grp10",2.76281422965866,27.6281422965866,0.0276281422965866
"116","C3","C3b_grp11",3.88937705682128,38.8937705682128,0.0388937705682128
"117","C3","C3b_grp12",2.0521616395757,20.521616395757,0.020521616395757
"118","C3","C3b_grp13",3.16836605309209,31.6836605309209,0.0316836605309209
"119","C3","C3b_grp14",3.2200018915344,32.200018915344,0.032200018915344
"120","C3","C3b_grp15",3.71614389907227,37.1614389907227,0.0371614389907227
"121","C3","C3c_grp03",2.86283580586039,28.6283580586039,0.0286283580586039
"122","C3","c3c_grp01",2.07405556389052,20.7405556389052,0.0207405556389052
"123","C3","c3c_grp02",3.23390523802226,32.3390523802226,0.0323390523802226
"124","C3","c3c_grp04",3.24745152417028,32.4745152417028,0.0324745152417028
"125","C3","c3c_grp05",4.18869880952381,41.8869880952381,0.0418869880952381
"126","C3","c3c_grp06",3.03770421642332,30.3770421642332,0.0303770421642332
"127","C3","c3c_grp07",2.32939289988736,23.2939289988736,0.0232939289988736
"128","C3","c3c_grp08",0.519735595432469,5.19735595432469,0.00519735595432469
"129","C3","c3c_grp09",2.33405455755156,23.3405455755156,0.0233405455755156
"130","C3","c3c_grp10",3.49710091743119,34.9710091743119,0.0349710091743119
"131","C3","c3c_grp11",3.22995846781438,32.2995846781438,0.0322995846781438
"132","C3","c3c_grp12",0.677109913793102,6.77109913793102,0.00677109913793102
"133","C3","c3c_grp13",0.704145731905226,7.04145731905226,0.00704145731905226
"134","C3","c3c_grp14",2.96246741656592,29.6246741656592,0.0296246741656592
"135","C3","c3c_grp15",3.65287859638048,36.5287859638048,0.0365287859638048
