river,group,length,width,circularity,solidity,area
upper_calder,C1A_grp10,5.334,3.640666667,0.349631303,0.901435262,631.4651667
upper_calder,C1A_grp10,4.6355,3.915833333,0.708364371,0.968457351,606.3403333
upper_calder,C1A_grp11,4.042833333,2.9845,0.560418787,0.92748187,392.5358333
upper_calder,C1A_grp11,4.106333333,3.069166667,0.449460881,0.912058352,373.1895
upper_calder,C1A_grp11,4.360333333,3.407833333,0.326125358,0.878965293,486.1983333
upper_calder,C1A_grp11,4.3815,3.81,0.739349416,0.960663906,579.4798333
upper_calder,C1A_grp11,4.466166667,3.3655,0.567147296,0.924586511,456.7343333
upper_calder,C1A_grp11,4.974166667,3.725333333,0.76575554,0.971254006,615.7595
upper_calder,C1A_grp11,6.138333333,4.106333333,0.638405791,0.937344531,805.5821667
upper_calder,C1A_grp11,4.360333333,3.217333333,0.709015351,0.957838108,486.156
upper_calder,C1A_grp11,5.799666667,3.471333333,0.653697522,0.954283437,658.7701667
upper_calder,C1A_grp11,5.693833333,3.3655,0.621091133,0.953536131,628.9886667
upper_calder,C1A_grp12,3.513666667,2.307166667,0.577856894,0.927080815,243.5436667
upper_calder,C1A_grp12,4.042833333,2.667,0.443480864,0.914054543,341.9475
upper_calder,C1A_grp12,3.788833333,2.497666667,0.127065892,0.705418172,268.6896667
upper_calder,C1A_grp12,4.212166667,2.137833333,0.238575608,0.825785523,274.8068333
upper_calder,C1A_grp12,5.588,3.280833333,0.367216449,0.919756839,576.453
upper_calder,C1A_grp12,3.4925,2.624666667,0.35040552,0.85991984,272.4785
upper_calder,C1A_grp12,2.836333333,1.820333333,0.169245945,0.685980103,157.6281667
upper_calder,C1A_grp12,3.429,1.7145,0.186247146,0.712401264,190.9021667
upper_calder,C1A_grp12,2.942166667,1.820333333,0.183612618,0.67838405,164.211
upper_calder,C1A_grp12,1.693333333,0.9525,0.19541681,0.661045531,41.48666667
upper_calder,C1A_grp12,3.450166667,2.561166667,0.507576661,0.920546526,300.9053333
upper_calder,C1A_grp13,2.921,2.010833333,0.311524096,0.82299576,176.657
upper_calder,C1A_grp13,1.481666667,0.762,0.313600582,0.724716063,28.36333333
upper_calder,C1A_grp13,3.915833333,2.180166667,0.599953074,0.928520575,276.0556667
upper_calder,C1A_grp13,4.529666667,2.497666667,0.345420379,0.883639224,356.6795
upper_calder,C1A_grp13,2.4765,1.820333333,0.085378143,0.563574201,129.0955
upper_calder,C1A_grp13,3.175,2.667,0.403967364,0.900622365,284.861
upper_calder,C1A_grp13,4.995333333,2.878666667,0.364956052,0.886251116,462.2588333
upper_calder,C1A_grp13,3.471333333,2.899833333,0.35622563,0.876935759,315.2351667
upper_calder,C1A_grp13,4.2545,3.026833333,0.306083878,0.842468673,418.3803333
upper_calder,C1A_grp13,3.471333333,1.820333333,0.12445912,0.63619403,137.1388333
upper_calder,C1A_grp13,3.386666667,2.434166667,0.068620494,0.561375899,211.4126667
upper_calder,C1A_grp14,3.344333333,2.688166667,0.160280105,0.76899491,265.43
upper_calder,C1A_grp14,4.910666667,3.280833333,0.375410187,0.873297276,553.6565
upper_calder,C1A_grp14,4.529666667,3.429,0.129503636,0.781263827,411.1201667
upper_calder,C1A_grp14,5.630333333,3.196166667,0.443794424,0.927332695,553.466
upper_calder,C1A_grp14,4.275666667,3.1115,0.315995843,0.87039623,422.1903333
upper_calder,C1A_grp14,3.534833333,2.264833333,0.152283794,0.771964779,254.2328333
upper_calder,C1A_grp14,4.423833333,2.4765,0.216205061,0.766776005,291.9306667
upper_calder,C1A_grp14,4.1275,3.048,0.317805925,0.912021349,455.7395
upper_calder,C1A_grp14,4.572,3.026833333,0.523986632,0.94264994,478.7265
upper_calder,C1A_grp14,5.037666667,2.794,0.178962136,0.777173508,441.6213333
upper_calder,C1A_grp15,2.328333333,0.889,0.198125631,0.613642878,45.31783333
upper_calder,C1A_grp15,4.318,2.815166667,0.525115715,0.9201849,379.222
upper_calder,C1A_grp15,4.191,2.942166667,0.636217541,0.943861418,435.9486667
upper_calder,C1A_grp15,3.556,2.159,0.081259457,0.500328156,145.2245
upper_calder,C1A_grp15,4.1275,2.54,0.42814555,0.896364057,327.7023333
upper_calder,C1A_grp15,4.1275,3.069166667,0.338696579,0.823771086,360.7435
upper_calder,C1A_grp15,4.6355,4.0005,0.286075875,0.90158195,588.6873333
upper_calder,C1A_grp15,4.169833333,2.7305,0.577446685,0.933524125,393.5518333
upper_calder,C1A_grp15,3.6195,2.455333333,0.465467655,0.91015625,261.3871667
upper_calder,C1A_grp15,4.275666667,1.8415,0.097362781,0.576858913,204.9356667
upper_calder,C1A_grp15,3.852333333,2.201333333,0.301484859,0.834798021,239.268
upper_calder,C1B_grp01,2.878666667,0.846666667,0.13523196,0.489458979,40.78816667
upper_calder,C1B_grp01,3.958166667,0.6985,0.109718194,0.382203302,77.9145
upper_calder,C1B_grp01,3.937,0.889,0.146270481,0.59722762,97.57833333
upper_calder,C1B_grp01,4.233333333,0.783166667,0.058908218,0.291367713,55.01216667
upper_calder,C1B_grp01,1.545166667,0.6985,0.264729084,0.639898024,21.25133333
upper_calder,C1B_grp02,5.418666667,3.132666667,0.514466699,0.938024775,527.3251667
upper_calder,C1B_grp02,5.291666667,2.899833333,0.523002222,0.926005444,511.2385
upper_calder,C1B_grp02,4.593166667,3.196166667,0.645848433,0.924815838,425.1748333
upper_calder,C1B_grp02,5.5245,2.667,0.538569017,0.942484573,514.0325
upper_calder,C1B_grp02,4.550833333,2.878666667,0.598162987,0.939787597,419.5656667
upper_calder,C1B_grp02,5.2705,2.878666667,0.38921228,0.90987598,506.2431667
upper_calder,C1B_grp02,5.164666667,2.878666667,0.488018915,0.937021709,507.9788333
upper_calder,C1B_grp02,5.0165,3.6195,0.61434509,0.964531111,641.7945
upper_calder,C1B_grp02,4.826,2.9845,0.70714351,0.969109458,504.6768333
upper_calder,C1B_grp02,4.931833333,3.132666667,0.582560579,0.943165576,530.7541667
upper_calder,C1B_grp03,4.656666667,3.175,0.500878948,0.93210535,480.9278333
upper_calder,C1B_grp03,4.064,3.005666667,0.600426017,0.94835843,406.5905
upper_calder,C1B_grp03,5.439833333,2.899833333,0.614831327,0.937691522,524.637
upper_calder,C1B_grp03,4.868333333,3.153833333,0.611491015,0.943693419,492.0403333
upper_calder,C1B_grp03,4.191,2.963333333,0.632297315,0.943182902,418.4861667
upper_calder,C1B_grp03,4.487333333,3.005666667,0.683687037,0.948127892,477.0331667
upper_calder,C1B_grp03,4.233333333,3.683,0.483589266,0.920928821,513.7573333
upper_calder,C1B_grp03,4.974166667,3.3655,0.259759565,0.873843689,507.873
upper_calder,C1B_grp03,5.058833333,2.899833333,0.663011002,0.952331863,488.8441667
upper_calder,C1B_grp03,4.529666667,3.429,0.645888375,0.938875603,490.2835
upper_calder,C1B_grp04,5.122333333,3.090333333,0.687119784,0.950637249,522.5838333
upper_calder,C1B_grp04,4.296833333,3.175,0.738904998,0.957991538,469.6671667
upper_calder,C1B_grp04,5.207,2.836333333,0.453808024,0.918958665,489.3945
upper_calder,C1B_grp04,4.953,2.836333333,0.446218997,0.90356806,486.7063333
upper_calder,C1B_grp04,4.106333333,2.942166667,0.614464603,0.94936122,390.0805
upper_calder,C1B_grp04,4.783666667,3.2385,0.739020678,0.967253605,513.9266667
upper_calder,C1B_grp04,5.058833333,3.661833333,0.664795763,0.952979954,599.7363333
upper_calder,C1B_grp04,4.318,3.196166667,0.41052779,0.901371381,413.1945
upper_calder,C1B_grp04,3.915833333,3.534833333,0.597537853,0.945278169,482.6423333
upper_calder,C1B_grp04,5.185833333,3.471333333,0.319163749,0.882109443,554.7995
upper_calder,C1B_grp05,4.974166667,3.026833333,0.579293637,0.938736131,535.4743333
upper_calder,C1B_grp05,5.312833333,3.767666667,0.69123233,0.956329381,672.5708333
upper_calder,C1B_grp05,5.3975,3.132666667,0.547770485,0.947915189,565.8908333
upper_calder,C1B_grp05,3.958166667,2.942166667,0.696823488,0.961157768,406.9715
upper_calder,C1B_grp05,4.402666667,3.556,0.454571909,0.916111448,512.2333333
upper_calder,C1B_grp05,4.783666667,3.852333333,0.651019541,0.948490112,601.0063333
upper_calder,C1B_grp05,4.339166667,2.794,0.398068646,0.904686137,373.0836667
upper_calder,C1B_grp05,5.122333333,3.1115,0.575544411,0.927806981,519.303
upper_calder,C1B_grp05,4.402666667,3.640666667,0.678113513,0.956548818,552.6405
upper_calder,C1B_grp05,4.318,2.9845,0.471927087,0.929118022,400.9178333
upper_calder,C1B_grp06,4.3815,2.794,0.617424374,0.967425432,417.4066667
upper_calder,C1B_grp06,4.296833333,3.153833333,0.548244951,0.910578911,447.4633333
upper_calder,C1B_grp06,5.058833333,2.963333333,0.580231697,0.918299073,482.2401667
upper_calder,C1B_grp06,3.894666667,2.9845,0.694375197,0.947549531,384.683
upper_calder,C1B_grp06,4.191,3.175,0.550728472,0.923875433,418.211
upper_calder,C1B_grp06,4.783666667,3.259666667,0.654149362,0.944598888,503.4491667
upper_calder,C1B_grp06,4.572,2.899833333,0.613617595,0.94870403,443.9285
upper_calder,C1B_grp06,5.291666667,3.132666667,0.699710496,0.958814458,539.5806667
upper_calder,C1B_grp06,4.191,3.280833333,0.714798728,0.964546173,464.7141667
upper_calder,C1B_grp06,4.847166667,3.1115,0.487371144,0.926626263,485.4363333
upper_calder,C1B_grp07,4.1275,3.4925,0.29989356,0.835984708,430.4665
upper_calder,C1B_grp07,3.767666667,2.6035,0.600823777,0.927417396,323.1938333
upper_calder,C1B_grp07,4.572,3.725333333,0.593927409,0.946141479,548.0896667
upper_calder,C1B_grp07,4.593166667,3.344333333,0.566914001,0.937275334,491.1936667
upper_calder,C1B_grp07,4.064,3.386666667,0.621032493,0.95246903,468.6935
upper_calder,C1B_grp07,4.2545,3.429,0.478580672,0.923871476,496.0196667
upper_calder,C1B_grp07,4.148666667,3.725333333,0.339046015,0.892687813,565.912
upper_calder,C1B_grp07,4.5085,2.794,0.592155709,0.919824674,426.4236667
upper_calder,C1B_grp07,3.937,3.894666667,0.403511153,0.916007905,549.402
upper_calder,C1B_grp07,3.6195,3.513666667,0.375241109,0.8694053,415.2688333
upper_calder,C1B_grp08,4.7625,2.667,0.476709075,0.934883076,428.1805
upper_calder,C1B_grp08,4.402666667,3.153833333,0.706463965,0.968748607,459.9516667
upper_calder,C1B_grp08,4.466166667,3.450166667,0.45202026,0.947586784,526.9441667
upper_calder,C1B_grp08,4.1275,3.005666667,0.408237299,0.912796525,404.7913333
upper_calder,C1B_grp08,4.804833333,3.556,0.521505045,0.922507887,538.48
upper_calder,C1B_grp08,4.974166667,2.772833333,0.274021983,0.88722815,461.1158333
upper_calder,C1B_grp08,4.572,3.280833333,0.340955394,0.920853435,468.6511667
upper_calder,C1B_grp08,4.783666667,2.836333333,0.513691505,0.916985729,446.1086667
upper_calder,C1B_grp08,4.868333333,3.788833333,0.672819607,0.950322721,554.736
upper_calder,C1B_grp08,4.487333333,3.259666667,0.636076227,0.956476459,466.5556667
upper_calder,C1B_grp09,5.693833333,4.699,0.583174623,0.95099372,932.815
upper_calder,C1B_grp09,3.958166667,2.497666667,0.657605909,0.946735493,353.2716667
upper_calder,C1B_grp09,3.450166667,3.556,0.687241468,0.943984507,412.7076667
upper_calder,C1B_grp09,2.9845,4.191,0.272946711,0.880844799,367.2416667
upper_calder,C1B_grp09,4.402666667,3.386666667,0.751441622,0.946292303,482.9598333
upper_calder,C1B_grp09,4.868333333,3.1115,0.69563796,0.968807906,531.1986667
upper_calder,C1B_grp09,5.312833333,3.132666667,0.656224611,0.959159901,575.1618333
upper_calder,C1B_grp09,5.058833333,3.344333333,0.56882369,0.931913263,617.6645
upper_calder,C1B_grp09,4.339166667,2.9845,0.612751621,0.945971253,427.6725
upper_calder,C1B_grp09,4.042833333,2.9845,0.2852743,0.871247498,387.0113333
upper_calder,C1B_grp10,4.974166667,2.667,0.634413377,0.962958016,457.8138333
upper_calder,C1B_grp10,5.1435,2.667,0.55182388,0.943768268,457.9196667
upper_calder,C1B_grp10,3.598333333,2.561166667,0.60965562,0.935112189,293.751
upper_calder,C1B_grp10,5.122333333,3.026833333,0.481889821,0.916908325,501.9463333
upper_calder,C1B_grp10,3.915833333,2.921,0.600081856,0.936097855,361.2303333
upper_calder,C1B_grp10,4.021666667,2.751666667,0.480549124,0.938128342,371.3268333
upper_calder,C1B_grp10,4.466166667,2.921,0.487090829,0.91955488,397.0443333
upper_calder,C1B_grp10,5.228166667,3.026833333,0.485843444,0.914491155,473.7946667
upper_calder,C1B_grp10,4.466166667,3.3655,0.615621734,0.943804268,492.3578333
upper_calder,C1B_grp10,4.974166667,3.323166667,0.661738522,0.95486087,582.5278333
upper_calder,C1B_grp11,4.7625,3.217333333,0.5810113,0.932914046,480.3775
upper_calder,C1B_grp11,4.466166667,3.280833333,0.630891951,0.933082526,493.4796667
upper_calder,C1B_grp11,5.037666667,3.259666667,0.600592317,0.940702701,538.9456667
upper_calder,C1B_grp11,4.3815,3.175,0.58637628,0.941948888,479.806
upper_calder,C1B_grp11,4.995333333,3.005666667,0.597479116,0.946435049,497.0356667
upper_calder,C1B_grp11,4.826,2.6035,0.534599403,0.920526987,412.623
upper_calder,C1B_grp11,4.2545,3.217333333,0.590953066,0.948910962,450.9346667
upper_calder,C1B_grp11,4.995333333,3.1115,0.592690324,0.951609142,518.2235
upper_calder,C1B_grp11,5.122333333,2.772833333,0.336818896,0.845493224,454.279
upper_calder,C1B_grp11,4.720166667,3.302,0.637488732,0.94989462,505.6081667
upper_calder,C1B_grp12,5.164666667,3.132666667,0.666700186,0.954691093,536.0881667
upper_calder,C1B_grp12,4.677833333,3.556,0.708015403,0.961967421,578.739
upper_calder,C1B_grp12,4.974166667,3.386666667,0.63736263,0.928581947,533.908
upper_calder,C1B_grp12,4.3815,3.344333333,0.617713808,0.946260227,482.2825
upper_calder,C1B_grp12,3.831166667,2.899833333,0.535270986,0.913190101,355.3671667
upper_calder,C1B_grp12,4.995333333,2.709333333,0.48605697,0.908350961,418.1051667
upper_calder,C1B_grp12,4.910666667,3.090333333,0.547917148,0.949846892,485.8596667
upper_calder,C1B_grp12,4.995333333,3.259666667,0.608142156,0.932958947,509.8838333
upper_calder,C1B_grp12,4.466166667,3.153833333,0.718669163,0.962594899,477.7105
upper_calder,C1B_grp12,5.6515,2.7305,0.463066824,0.937023333,525.3143333
upper_calder,C1B_grp13,4.2545,3.048,0.527560883,0.939641921,439.9068333
upper_calder,C1B_grp13,5.207,2.899833333,0.612916455,0.93974967,511.7253333
upper_calder,C1B_grp13,5.0165,3.788833333,0.585628974,0.945163674,622.7656667
upper_calder,C1B_grp13,5.08,3.958166667,0.689083951,0.959937907,680.6353333
upper_calder,C1B_grp13,5.185833333,3.81,0.670016544,0.952380952,676.0633333
upper_calder,C1B_grp13,4.423833333,2.518833333,0.49160121,0.885691257,395.4145
upper_calder,C1B_grp13,5.207,3.852333333,0.626093507,0.936507937,666.877
upper_calder,C1B_grp13,5.2705,2.7305,0.399411224,0.921100529,460.6078333
upper_calder,C1B_grp13,4.974166667,3.344333333,0.657965052,0.948158505,545.465
upper_calder,C1B_grp13,5.334,3.577166667,0.722749568,0.966975357,651.9968333
upper_calder,C1B_grp14,5.312833333,3.386666667,0.432744061,0.911457792,556.4928333
upper_calder,C1B_grp14,3.958166667,2.878666667,0.514729284,0.931347563,371.2845
upper_calder,C1B_grp14,6.053666667,3.153833333,0.469896878,0.929784514,646.6205
upper_calder,C1B_grp14,4.466166667,2.963333333,0.54052362,0.938620092,435.6735
upper_calder,C1B_grp14,4.720166667,3.196166667,0.677517733,0.953670431,471.8685
upper_calder,C1B_grp14,5.503333333,3.471333333,0.630266758,0.949245071,644.0805
upper_calder,C1B_grp14,4.677833333,3.005666667,0.377727012,0.915506623,459.3801667
upper_calder,C1B_grp14,5.418666667,3.386666667,0.562761779,0.956418759,598.297
upper_calder,C1B_grp14,4.656666667,3.048,0.663412841,0.940644654,455.8665
upper_calder,C1B_grp14,5.7785,3.7465,0.620603118,0.940478625,681.2703333
upper_calder,C1B_grp15,4.847166667,3.429,0.440830159,0.916643751,564.4515
upper_calder,C1B_grp15,5.08,3.640666667,0.513476881,0.924868543,632.9045
upper_calder,C1B_grp15,4.910666667,4.0005,0.509740036,0.941031012,684.6781667
upper_calder,C1B_grp15,4.275666667,2.6035,0.504676972,0.922462236,378.7351667
upper_calder,C1B_grp15,5.058833333,2.772833333,0.648322228,0.96715502,473.6888333
upper_calder,C1B_grp15,5.08,3.915833333,0.47252333,0.941742117,638.4713333
upper_calder,C1B_grp15,5.439833333,2.4765,0.369973954,0.897045464,438.9331667
upper_calder,C1B_grp15,4.910666667,3.323166667,0.531798773,0.947180142,549.2326667
upper_calder,C1B_grp15,4.042833333,3.471333333,0.46149775,0.927567141,497.1203333
upper_calder,C1B_grp15,5.5245,3.471333333,0.542194086,0.945222847,615.442
upper_calder,C1C_grp01,5.947833333,4.1275,0.744236211,0.966589998,862.838
upper_calder,C1C_grp01,5.863166667,3.725333333,0.541728098,0.941334528,756.3696667
upper_calder,C1C_grp01,4.699,3.577166667,0.571630617,0.937486581,554.5455
upper_calder,C1C_grp01,6.201833333,4.318,0.612014876,0.949218242,927.7985
upper_calder,C1C_grp01,5.228166667,4.021666667,0.651010071,0.951325511,695.0075
upper_calder,C1C_grp01,4.931833333,2.899833333,0.536113655,0.928096088,484.124
upper_calder,C1C_grp01,5.672666667,4.275666667,0.668280367,0.960007197,790.5961667
upper_calder,C1C_grp01,5.228166667,3.344333333,0.429049241,0.930485085,609.4306667
upper_calder,C1C_grp01,5.1435,2.921,0.585106423,0.944718496,490.4951667
upper_calder,C1C_grp01,5.9055,3.704166667,0.519638379,0.946252345,736.727
upper_calder,C1C_grp02,6.244166667,3.132666667,0.497440546,0.925829098,667.131
upper_calder,C1C_grp02,4.318,2.709333333,0.532710451,0.942149584,400.2193333
upper_calder,C1C_grp02,4.804833333,3.640666667,0.390740495,0.936244449,562.2925
upper_calder,C1C_grp02,4.423833333,3.090333333,0.487921687,0.915278689,443.1665
upper_calder,C1C_grp02,4.593166667,3.598333333,0.532459026,0.936084201,544.0468333
upper_calder,C1C_grp02,4.656666667,2.8575,0.505952102,0.91550491,479.552
upper_calder,C1C_grp02,4.318,2.963333333,0.689060808,0.960334736,420.2218333
upper_calder,C1C_grp02,4.3815,2.645833333,0.611368958,0.928139836,364.1513333
upper_calder,C1C_grp02,4.021666667,2.836333333,0.562928102,0.945461051,391.5198333
upper_calder,C1C_grp02,6.223,3.577166667,0.605682919,0.975101807,755.1843333
upper_calder,C1C_grp03,4.487333333,3.175,0.67674465,0.947306248,475.2763333
upper_calder,C1C_grp03,4.847166667,2.815166667,0.620737558,0.939029355,439.4411667
upper_calder,C1C_grp03,6.074833333,3.788833333,0.639309965,0.95924876,802.1743333
upper_calder,C1C_grp03,4.487333333,3.196166667,0.55829663,0.90964648,453.6863333
upper_calder,C1C_grp03,4.1275,2.921,0.687073344,0.963636364,402.7381667
upper_calder,C1C_grp03,4.339166667,3.534833333,0.715980144,0.954186165,513.588
upper_calder,C1C_grp03,3.788833333,2.688166667,0.640202241,0.961325645,349.3558333
upper_calder,C1C_grp03,4.191,2.899833333,0.762097219,0.967721519,420.7298333
upper_calder,C1C_grp03,4.423833333,3.217333333,0.713385608,0.949047207,488.0821667
upper_calder,C1C_grp03,4.7625,2.921,0.640449965,0.941894613,475.2128333
