river_position,collection_date,easting ,northing ,elevation_m ,site_code,group,seed_ID,mass_g,mass_mg
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp03,C3C_G3_SD09m,0.0186,18.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp03,C3C_G3_SD10m,0.0195,19.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD01m,0.0232,23.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD02m,0.0274,27.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD03m,0.0254,25.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD04m,0.0206,20.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD05m,0.0231,23.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD06m,0.0235,23.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD07m,0.0232,23.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD08m,0.0265,26.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD09m,0.0257,25.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp04,C3C_G4_SD10m,0.0281,28.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD01m,0.0232,23.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD02m,0.0224,22.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD03m,0.0272,27.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD04m,0.0227,22.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD05m,0.0253,25.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD06m,0.0211,21.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD07m,0.0168,16.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD08m,0.0165,16.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD09m,0.0173,17.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp05,C3C_G5_SD10m,0.0149,14.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD01m,0.0181,18.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD02m,0.0287,28.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD03m,0.0279,27.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD04m,0.0216,21.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD05m,0.0239,23.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD06m,0.0279,27.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD07m,0.0312,31.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD08m,0.0212,21.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD09m,0.0229,22.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp06,C3C_G6_SD10m,0.019,19
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD01m,0.0204,20.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD02m,0.0192,19.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD03m,0.0249,24.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD04m,0.02,20
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD05m,0.0217,21.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD06m,0.0199,19.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD07m,0.0206,20.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD08m,0.0226,22.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD09m,0.0201,20.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp07,C3C_G7_SD10m,0.0164,16.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD01m,0.02,20
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD02m,0.0246,24.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD03m,0.0211,21.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD04m,0.0208,20.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD05m,0.0219,21.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD06m,0.021,21
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD07m,0.0187,18.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD08m,0.0173,17.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD09m,0.0189,18.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp08,C3C_G8_SD10m,0.0176,17.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD01m,0.0208,20.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD02m,0.0202,20.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD03m,0.0242,24.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD04m,0.024,24
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD05m,0.025,25
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD06m,0.0266,26.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD07m,0.0212,21.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD08m,0.0165,16.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD09m,0.0186,18.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp09,C3C_G9_SD10m,0.0184,18.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD01m,0.019,19
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD02m,0.0269,26.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD03m,0.0262,26.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD04m,0.0264,26.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD05m,0.0212,21.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD06m,0.0228,22.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD07m,0.0278,27.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD08m,0.0207,20.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD09m,0.0199,19.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp10,C3C_G10_SD10m,0.0192,19.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD01m,0.0348,34.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD02m,0.027,27
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD03m,0.0269,26.9
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD04m,0.023,23
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD05m,0.0203,20.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD06m,0.0278,27.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD07m,0.0212,21.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD08m,0.0297,29.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD09m,0.0234,23.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp11,C3C_G11_SD10m,0.0211,21.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD01m,0.029,29
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD02m,0.0254,25.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD03m,0.0312,31.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD04m,0.0278,27.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD05m,0.0213,21.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD06m,0.0223,22.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD07m,0.0254,25.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD08m,0.0287,28.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD09m,0.0184,18.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp12,C3C_G12_SD10m,0.0214,21.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD01m,0.0334,33.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD02m,0.0292,29.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD03m,0.0264,26.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD04m,0.0207,20.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD05m,0.0235,23.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD06m,0.0167,16.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD07m,0.0218,21.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD08m,0.0225,22.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD09m,0.0236,23.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp13,C3C_G13_SD10m,0.0196,19.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD01m,0.0215,21.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD02m,0.0166,16.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD03m,0.0268,26.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD04m,0.0201,20.1
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD05m,0.0176,17.6
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD06m,0.029,29
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD07m,0.0225,22.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD08m,0.0207,20.7
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD09m,0.0255,25.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp14,C3C_G14_SD10m,0.0168,16.8
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD01m,0.0254,25.4
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD02m,0.0263,26.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD03m,0.0213,21.3
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD04m,0.0195,19.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD05m,0.018,18
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD06m,0.0205,20.5
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD07m,0.115,115
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD08m,0.0222,22.2
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD09m,0.02,20
lower_calder,17/08/2023,412881,422233,54,C3C,C3C_grp15,C3C_G15_SD10m,0.0154,15.4
